uid,cid,score
128005139648919,109124676426057,2
128005139648919,1110424735265280000,1
128005139648919,1110085576281510000,1
128005139648919,1120228625381750000,1
128005139648919,1120231515634690000,1
128005139648919,1110084325871410000,1
128005139648919,1120230078829720000,1
128005139648919,1120229035177840000,1
128005139648919,262311263254202,1
128005139648919,1110084908250510000,1
128005139648919,1110085247091550000,1
128005139648919,1130740749210670000,1
128005139648919,1121018486627930000,1
128005139648919,873286411048179,1
128005139648919,627278399306608,1
128005139648919,181781449524482,1
128005139648919,1121017772304400000,1
128005139648919,1130740952697320000,1
128005139648919,1095199849575740000,1
128005139648919,304332462422859,1
128005139648919,829345566061647,1
128005139648919,466074116962099,1
128005139648919,676750652190997,1
128005139648919,265811959529120,1
128005139648919,404268117066722,1
128005139648919,588160917710662,1
128005139648919,1090879855559880000,1
128005139648919,1130740469647720000,1
128005139648919,193424784758523,1
128005139648919,531061373214294,1
128005139648919,203526847254044,1
128005139648919,387972674693886,1
128005139648919,397775033859326,1
128005139648919,392273309074596,1
128005139648919,1090868750674470000,1
128005139648919,747723489764820,1
128005139648919,1090880030860820000,1
128005139648919,274174405517219,1
128005139648919,429761622501315,1
128005139648919,355857158411161,1
128005139648919,110125104067963,1
128005139648919,297605457061534,1
128005139648919,469120986265243,1
128005139648919,469779991050977,1
128005139648919,758689623101325,1
128005139648919,637628163804885,1
128005139648919,1091167884245600000,1
128005139648919,375943227089888,1
128005139648919,857765537554179,1
128005139648919,1095200050545820000,1
128005139648919,1095200237355920000,1
128005139648919,1090884099021120000,1
128005139648919,1121018097723670000,1
128005139648919,550769725396083,1
128005139648919,257267377578902,1
128005139648919,543201322241873,1
128005139648919,571052698950332,1
128005139648919,107676233265247,1
128005139648919,510869578002830,1
128005139648919,682148357557271,1
128005139648919,1090865773737840000,1
128005139648919,732677135367577,1
130667103576163,1110084325871410000,3
130667103576163,1110084908250510000,3
130667103576163,1110085247091550000,1
130667103576163,109124676426057,1
130667103576163,1110085576281510000,1
130667103576163,1103951619173540000,1
130667103576163,1103952183194180000,1
130667103576163,262311263254202,1
130667103576163,1110421684110440000,1
130667103576163,1110421389968090000,1
130667103576163,1120245955239240000,1
130667103576163,1121018486627930000,1
130667103576163,1120245147529540000,1
130667103576163,1120245765224690000,1
130667103576163,1110420967782040000,1
130667103576163,1120245469698220000,1
130667103576163,1120246169517850000,1
130667103576163,1121017772304400000,1
130667103576163,1110423597321240000,1
130667103576163,1110424104534230000,1
130667103576163,1121018097723670000,1
130667103576163,873286411048179,1
130667103576163,193424784758523,1
130667103576163,1130735388416210000,1
130667103576163,1130734121644110000,1
130667103576163,1103952834313740000,1
130667103576163,1110424735265280000,1
130667103576163,1130735130697200000,1
130667103576163,1110424441647220000,1
130667103576163,1103952461578530000,1
130667103576163,1120231515634690000,1
130667103576163,1090865773737840000,1
130667103576163,1090879855559880000,1
130667103576163,54301746240166,1
130667103576163,1120230078829720000,1
130667103576163,1120228625381750000,1
130667103576163,1120229528100840000,1
130667103576163,107676233265247,1
130667103576163,304332462422859,1
130667103576163,637628163804885,1
130667103576163,698148220496390,1
130667103576163,732677135367577,1
130667103576163,857765537554179,1
130667103576163,274174405517219,1
130667103576163,429761622501315,1
130667103576163,1090868750674470000,1
130667103576163,265811959529120,1
130667103576163,1095199849575740000,1
130667103576163,203526847254044,1
130667103576163,1130740469647720000,1
130667103576163,676750652190997,1
130667103576163,1090880030860820000,1
130667103576163,1130740749210670000,1
130667103576163,1130740952697320000,1
132623350371255,1103952183194180000,2
132623350371255,1110421684110440000,2
132623350371255,1103951619173540000,2
132623350371255,1120246169517850000,2
132623350371255,1110420967782040000,2
132623350371255,1120245765224690000,1
132623350371255,1110421389968090000,1
132623350371255,1120245955239240000,1
132623350371255,1120245469698220000,1
132623350371255,1120245147529540000,1
132623350371255,1110424104534230000,1
132623350371255,1103952834313740000,1
132623350371255,1130735388416210000,1
132623350371255,1110423597321240000,1
132623350371255,1130734121644110000,1
132623350371255,1103952461578530000,1
132623350371255,1130735130697200000,1
132623350371255,1110424441647220000,1
132623350371255,109124676426057,1
132623350371255,1110424735265280000,1
132623350371255,1120229528100840000,1
132623350371255,1110085576281510000,1
132623350371255,1120231515634690000,1
132623350371255,1110084325871410000,1
132623350371255,1120229035177840000,1
132623350371255,1120228625381750000,1
132623350371255,1110084908250510000,1
132623350371255,1110085247091550000,1
132623350371255,1120230078829720000,1
132623350371255,262311263254202,1
132623350371255,1130740749210670000,1
132623350371255,1121018486627930000,1
132623350371255,181781449524482,1
132623350371255,676750652190997,1
132623350371255,1090868750674470000,1
132623350371255,1121017772304400000,1
132623350371255,531061373214294,1
132623350371255,466074116962099,1
132623350371255,627278399306608,1
132623350371255,203526847254044,1
132623350371255,304332462422859,1
132623350371255,873286411048179,1
132623350371255,355857158411161,1
132623350371255,1090879855559880000,1
132623350371255,829345566061647,1
132623350371255,397775033859326,1
132623350371255,265811959529120,1
132623350371255,588160917710662,1
132623350371255,1130740952697320000,1
132623350371255,392273309074596,1
132623350371255,1095199849575740000,1
132623350371255,1130740469647720000,1
132623350371255,193424784758523,1
132623350371255,404268117066722,1
132623350371255,1091167884245600000,1
132623350371255,758689623101325,1
132623350371255,387972674693886,1
132623350371255,375943227089888,1
132623350371255,857765537554179,1
132623350371255,107676233265247,1
132623350371255,1090880030860820000,1
132623350371255,747723489764820,1
132623350371255,1095200050545820000,1
132623350371255,1095200237355920000,1
132623350371255,1090884099021120000,1
132623350371255,550769725396083,1
132623350371255,274174405517219,1
132623350371255,429761622501315,1
132623350371255,1121018097723670000,1
132623350371255,110125104067963,1
132623350371255,297605457061534,1
132623350371255,469120986265243,1
132623350371255,469779991050977,1
132623350371255,637628163804885,1
132623350371255,732677135367577,1
132623350371255,510869578002830,1
132623350371255,682148357557271,1
132623350371255,1090865773737840000,1
132623350371255,257267377578902,1
132623350371255,543201322241873,1
132623350371255,571052698950332,1
135358952111898,1110421684110440000,2
135358952111898,1110420967782040000,2
135358952111898,1103952183194180000,2
135358952111898,1103951619173540000,2
135358952111898,1110421389968090000,1
135358952111898,1120245765224690000,1
135358952111898,1120246169517850000,1
135358952111898,1120245955239240000,1
135358952111898,1120245147529540000,1
135358952111898,1120245469698220000,1
135358952111898,1110424104534230000,1
135358952111898,1103952834313740000,1
135358952111898,1110423597321240000,1
135358952111898,1130735388416210000,1
135358952111898,1103952461578530000,1
135358952111898,109124676426057,1
135358952111898,1130735130697200000,1
135358952111898,1130734121644110000,1
135358952111898,1110424441647220000,1
135358952111898,1110085576281510000,1
135358952111898,1110424735265280000,1
135358952111898,1110084325871410000,1
135358952111898,1120229528100840000,1
135358952111898,1120231515634690000,1
135358952111898,1120228625381750000,1
135358952111898,1110085247091550000,1
135358952111898,1110084908250510000,1
135358952111898,262311263254202,1
135358952111898,1121018486627930000,1
135358952111898,1120229035177840000,1
135358952111898,1120230078829720000,1
135358952111898,1130740749210670000,1
135358952111898,676750652190997,1
135358952111898,1090879855559880000,1
135358952111898,1121017772304400000,1
135358952111898,1130740952697320000,1
135358952111898,1091167884245600000,1
135358952111898,265811959529120,1
135358952111898,203526847254044,1
135358952111898,531061373214294,1
135358952111898,397775033859326,1
135358952111898,355857158411161,1
135358952111898,873286411048179,1
135358952111898,304332462422859,1
135358952111898,550769725396083,1
135358952111898,1130740469647720000,1
135358952111898,829345566061647,1
135358952111898,1090868750674470000,1
135358952111898,466074116962099,1
135358952111898,107676233265247,1
135358952111898,747723489764820,1
135358952111898,1090884099021120000,1
135358952111898,392273309074596,1
135358952111898,181781449524482,1
135358952111898,627278399306608,1
135358952111898,1095199849575740000,1
135358952111898,1121018097723670000,1
135358952111898,1095200050545820000,1
135358952111898,1095200237355920000,1
135358952111898,758689623101325,1
135358952111898,588160917710662,1
135358952111898,1090880030860820000,1
135358952111898,387972674693886,1
135358952111898,637628163804885,1
135358952111898,274174405517219,1
135358952111898,429761622501315,1
135358952111898,404268117066722,1
135358952111898,732677135367577,1
135358952111898,510869578002830,1
135358952111898,682148357557271,1
135358952111898,1090865773737840000,1
135358952111898,257267377578902,1
135358952111898,543201322241873,1
135358952111898,571052698950332,1
135358952111898,193424784758523,1
135358952111898,110125104067963,1
135358952111898,297605457061534,1
135358952111898,469120986265243,1
135358952111898,469779991050977,1
135358952111898,375943227089888,1
135358952111898,857765537554179,1
135487186848639,109124676426057,2
135487186848639,1110424104534230000,1
135487186848639,1103951619173540000,1
135487186848639,1103952183194180000,1
135487186848639,1110421684110440000,1
135487186848639,1110420967782040000,1
135487186848639,1120245765224690000,1
135487186848639,1120245955239240000,1
135487186848639,1120245147529540000,1
135487186848639,1110421389968090000,1
135487186848639,1120246169517850000,1
135487186848639,1120245469698220000,1
135487186848639,1110084325871410000,1
135487186848639,1110423597321240000,1
135487186848639,1103952834313740000,1
135487186848639,1110424441647220000,1
135487186848639,262311263254202,1
135487186848639,1130735388416210000,1
135487186848639,1103952461578530000,1
135487186848639,1110085576281510000,1
135487186848639,1110424735265280000,1
135487186848639,1110084908250510000,1
135487186848639,1130735130697200000,1
135487186848639,1130734121644110000,1
135487186848639,1121018486627930000,1
135487186848639,1120229528100840000,1
135487186848639,1120228625381750000,1
135487186848639,1120231515634690000,1
135487186848639,1120230078829720000,1
135487186848639,193424784758523,1
135487186848639,1121017772304400000,1
135487186848639,1120229035177840000,1
135487186848639,531061373214294,1
135487186848639,1090884099021120000,1
135487186848639,1130740749210670000,1
135487186848639,1110085247091550000,1
135487186848639,265811959529120,1
135487186848639,773471698885291,1
135487186848639,304332462422859,1
135487186848639,1090879855559880000,1
135487186848639,181781449524482,1
135487186848639,637628163804885,1
135487186848639,857765537554179,1
135487186848639,627278399306608,1
135487186848639,1090868750674470000,1
135487186848639,1095199849575740000,1
135487186848639,1095200237355920000,1
135487186848639,1121018097723670000,1
135487186848639,588160917710662,1
135487186848639,873286411048179,1
135487186848639,404268117066722,1
135487186848639,355857158411161,1
135487186848639,732677135367577,1
135487186848639,203526847254044,1
135487186848639,1130740469647720000,1
135487186848639,829345566061647,1
135487186848639,397775033859326,1
135487186848639,466074116962099,1
135487186848639,375943227089888,1
135487186848639,747723489764820,1
135487186848639,387972674693886,1
135487186848639,110125104067963,1
135487186848639,274174405517219,1
135487186848639,297605457061534,1
135487186848639,392273309074596,1
135487186848639,429761622501315,1
135487186848639,469120986265243,1
135487186848639,469779991050977,1
135487186848639,758689623101325,1
136449015826405,1110084908250510000,3
136449015826405,109124676426057,1
136449015826405,1110085576281510000,1
136449015826405,387972674693886,1
136449015826405,1110084325871410000,1
136449015826405,676750652190997,1
136449015826405,1110085247091550000,1
136449015826405,1103951619173540000,1
136449015826405,262311263254202,1
136449015826405,1103952183194180000,1
136449015826405,1120245955239240000,1
136449015826405,265811959529120,1
136449015826405,1110421389968090000,1
136449015826405,1120245147529540000,1
136449015826405,1120245765224690000,1
136449015826405,1110420967782040000,1
136449015826405,1110421684110440000,1
136449015826405,510869578002830,1
136449015826405,682148357557271,1
136449015826405,1120246169517850000,1
136449015826405,1110423597321240000,1
136449015826405,1121017772304400000,1
136449015826405,1121018486627930000,1
136449015826405,1120245469698220000,1
136449015826405,1120230078829720000,1
136449015826405,1130735130697200000,1
136449015826405,1110424441647220000,1
136449015826405,1130735388416210000,1
136449015826405,193424784758523,1
136449015826405,1103952461578530000,1
136449015826405,1120228625381750000,1
136449015826405,1120231515634690000,1
136449015826405,1103952834313740000,1
136449015826405,1110424104534230000,1
136449015826405,1130734121644110000,1
136449015826405,172080058764740,1
136449015826405,375943227089888,1
136449015826405,392273309074596,1
136449015826405,404268117066722,1
136449015826405,429761622501315,1
136449015826405,497195528351883,1
136449015826405,531061373214294,1
136449015826405,627278399306608,1
136449015826405,697901454472822,1
136449015826405,747723489764820,1
136449015826405,857765537554179,1
136449015826405,997437258248624,1
136449015826405,1090865773737840000,1
136449015826405,1120229035177840000,1
136449015826405,1120229528100840000,1
136449015826405,1121018097723670000,1
136449015826405,1110424735265280000,1
136449015826405,1090879855559880000,1
136685027868193,1110084908250510000,1
136685027868193,1110084325871410000,1
136685027868193,1110085247091550000,1
136685027868193,1110085576281510000,1
136685027868193,109124676426057,1
136685027868193,1103951619173540000,1
136685027868193,1103952183194180000,1
136685027868193,262311263254202,1
136685027868193,1110421684110440000,1
136685027868193,1110421389968090000,1
136685027868193,1120245955239240000,1
136685027868193,1120245765224690000,1
136685027868193,1121018486627930000,1
136685027868193,1120245147529540000,1
136685027868193,1120246169517850000,1
136685027868193,1110420967782040000,1
136685027868193,1121017772304400000,1
136685027868193,1120245469698220000,1
136685027868193,1110423597321240000,1
136685027868193,193424784758523,1
136685027868193,1130734121644110000,1
136685027868193,1130735388416210000,1
136685027868193,1121018097723670000,1
136685027868193,1110424104534230000,1
136685027868193,1103952834313740000,1
136685027868193,873286411048179,1
136685027868193,1103952461578530000,1
136685027868193,1130735130697200000,1
136685027868193,1110424441647220000,1
136685027868193,1110424735265280000,1
136685027868193,1090879855559880000,1
136685027868193,1120231515634690000,1
136685027868193,107676233265247,1
136685027868193,1090865773737840000,1
136685027868193,1120229528100840000,1
136685027868193,54301746240166,1
136685027868193,1120230078829720000,1
136685027868193,676750652190997,1
136685027868193,265811959529120,1
136685027868193,1120228625381750000,1
136685027868193,304332462422859,1
136685027868193,637628163804885,1
136685027868193,698148220496390,1
136685027868193,732677135367577,1
136685027868193,857765537554179,1
136685027868193,1090880030860820000,1
136685027868193,1130740749210670000,1
136685027868193,274174405517219,1
136685027868193,429761622501315,1
136685027868193,1090868750674470000,1
136685027868193,1130740952697320000,1
136685027868193,1095199849575740000,1
136685027868193,203526847254044,1
136685027868193,1130740469647720000,1
142453392168929,1110085576281510000,3
142453392168929,1103951619173540000,2
142453392168929,1103952183194180000,1
142453392168929,1110420967782040000,1
142453392168929,1110421684110440000,1
142453392168929,1110085247091550000,1
142453392168929,1110421389968090000,1
142453392168929,1120245765224690000,1
142453392168929,1120245955239240000,1
142453392168929,109124676426057,1
142453392168929,1110084908250510000,1
142453392168929,1103952834313740000,1
142453392168929,1110424104534230000,1
142453392168929,1120245147529540000,1
142453392168929,1120246169517850000,1
142453392168929,1120245469698220000,1
142453392168929,1110423597321240000,1
142453392168929,262311263254202,1
142453392168929,1110084325871410000,1
142453392168929,1103952461578530000,1
142453392168929,1130735388416210000,1
142453392168929,1110424441647220000,1
142453392168929,1130735130697200000,1
142453392168929,1120229528100840000,1
142453392168929,1110424735265280000,1
142453392168929,1130734121644110000,1
142453392168929,1121018486627930000,1
142453392168929,1120228625381750000,1
142453392168929,1120231515634690000,1
142453392168929,1120230078829720000,1
142453392168929,1120229035177840000,1
142453392168929,1090868750674470000,1
142453392168929,1121017772304400000,1
142453392168929,355857158411161,1
142453392168929,1091167884245600000,1
142453392168929,265811959529120,1
142453392168929,1130740749210670000,1
142453392168929,1090879855559880000,1
142453392168929,676750652190997,1
142453392168929,747723489764820,1
142453392168929,469120986265243,1
142453392168929,384638789468108,1
142453392168929,1090875090151060000,1
142453392168929,1090875270174780000,1
142453392168929,107676233265247,1
142453392168929,387972674693886,1
142453392168929,1121018097723670000,1
142453392168929,181781449524482,1
142453392168929,627278399306608,1
142453392168929,203526847254044,1
142453392168929,1130740469647720000,1
142453392168929,829345566061647,1
142453392168929,274174405517219,1
142453392168929,429761622501315,1
142453392168929,304332462422859,1
142453392168929,510869578002830,1
142453392168929,682148357557271,1
142453392168929,1090865773737840000,1
142453392168929,588160917710662,1
142453392168929,1090884099021120000,1
142453392168929,466074116962099,1
142453392168929,873286411048179,1
142453392168929,1130740952697320000,1
142453392168929,1095199849575740000,1
142453392168929,1095200050545820000,1
142453392168929,1095200237355920000,1
142453392168929,758689623101325,1
142453392168929,404268117066722,1
142453392168929,193424784758523,1
142453392168929,531061373214294,1
142453392168929,1090880030860820000,1
142453392168929,375943227089888,1
142453392168929,857765537554179,1
142453392168929,637628163804885,1
142453392168929,732677135367577,1
142453392168929,392273309074596,1
142453392168929,257267377578902,1
142453392168929,543201322241873,1
142453392168929,571052698950332,1
142453392168929,397775033859326,1
142453392168929,550769725396083,1
142453392168929,110125104067963,1
142453392168929,297605457061534,1
142453392168929,469779991050977,1
146192059057012,109124676426057,3
146192059057012,1110084908250510000,1
146192059057012,262311263254202,1
146192059057012,1103952183194180000,1
146192059057012,1110085576281510000,1
146192059057012,1110084325871410000,1
146192059057012,1103951619173540000,1
146192059057012,1120245955239240000,1
146192059057012,1110421684110440000,1
146192059057012,1110420967782040000,1
146192059057012,1110085247091550000,1
146192059057012,1121018486627930000,1
146192059057012,1120245765224690000,1
146192059057012,1103952461578530000,1
146192059057012,1110424104534230000,1
146192059057012,1110421389968090000,1
146192059057012,1120245147529540000,1
146192059057012,1120246169517850000,1
146192059057012,1120245469698220000,1
146192059057012,1103952834313740000,1
146192059057012,1121017772304400000,1
146192059057012,1130734121644110000,1
146192059057012,1110423597321240000,1
146192059057012,1130735388416210000,1
146192059057012,1130735130697200000,1
146192059057012,1110424441647220000,1
146192059057012,1110424735265280000,1
146192059057012,1120228625381750000,1
146192059057012,1090884099021120000,1
146192059057012,1120229528100840000,1
146192059057012,265811959529120,1
146192059057012,773471698885291,1
146192059057012,1120230078829720000,1
146192059057012,1120231515634690000,1
146192059057012,1121018097723670000,1
146192059057012,1090868750674470000,1
146192059057012,1095199849575740000,1
146192059057012,1095200237355920000,1
146192059057012,193424784758523,1
146192059057012,355857158411161,1
146192059057012,732677135367577,1
146192059057012,1091167884245600000,1
146192059057012,637628163804885,1
146192059057012,857765537554179,1
146192059057012,1090880030860820000,1
146192059057012,304332462422859,1
146192059057012,1090879855559880000,1
146192059057012,181781449524482,1
146192059057012,627278399306608,1
146192059057012,698148220496390,1
146192059057012,384638789468108,1
146192059057012,469120986265243,1
146192059057012,1090875090151060000,1
146192059057012,1090875270174780000,1
146192059057012,758689623101325,1
146192059057012,829345566061647,1
146192059057012,1130740749210670000,1
146192059057012,397775033859326,1
146192059057012,466074116962099,1
146192059057012,1120229035177840000,1
146192059057012,34612060556758,1
146192059057012,110125104067963,1
146192059057012,257267377578902,1
146192059057012,375943227089888,1
146192059057012,378294658268144,1
146192059057012,586317413101268,1
146192059057012,676750652190997,1
146192059057012,747723489764820,1
148894518752484,1103952183194180000,4
148894518752484,1110084325871410000,3
148894518752484,1103951619173540000,3
148894518752484,1103952834313740000,2
148894518752484,1120245765224690000,2
148894518752484,1120245469698220000,2
148894518752484,1110420967782040000,2
148894518752484,1120245147529540000,2
148894518752484,1110421684110440000,2
148894518752484,1120245955239240000,2
148894518752484,1120246169517850000,2
148894518752484,1103952461578530000,2
148894518752484,1110421389968090000,2
148894518752484,1110424104534230000,1
148894518752484,109124676426057,1
148894518752484,1130735388416210000,1
148894518752484,1110423597321240000,1
148894518752484,1130735130697200000,1
148894518752484,1130734121644110000,1
148894518752484,1110424441647220000,1
148894518752484,1120229528100840000,1
148894518752484,1110424735265280000,1
148894518752484,1110085576281510000,1
148894518752484,1110084908250510000,1
148894518752484,262311263254202,1
148894518752484,1120228625381750000,1
148894518752484,1120231515634690000,1
148894518752484,1110085247091550000,1
148894518752484,1121018486627930000,1
148894518752484,1120230078829720000,1
148894518752484,1120229035177840000,1
148894518752484,873286411048179,1
148894518752484,1121018097723670000,1
148894518752484,1121017772304400000,1
148894518752484,1130740749210670000,1
148894518752484,304332462422859,1
148894518752484,1090868750674470000,1
148894518752484,1130740952697320000,1
148894518752484,181781449524482,1
148894518752484,1095199849575740000,1
148894518752484,676750652190997,1
148894518752484,1090879855559880000,1
148894518752484,1130740469647720000,1
148894518752484,627278399306608,1
148894518752484,588160917710662,1
148894518752484,637628163804885,1
148894518752484,257267377578902,1
148894518752484,543201322241873,1
148894518752484,571052698950332,1
148894518752484,466074116962099,1
148894518752484,747723489764820,1
148894518752484,203526847254044,1
148894518752484,829345566061647,1
148894518752484,857765537554179,1
148894518752484,1090865773737840000,1
148894518752484,193424784758523,1
148894518752484,404268117066722,1
148894518752484,397775033859326,1
148894518752484,531061373214294,1
148894518752484,265811959529120,1
148894518752484,54301746240166,1
148894518752484,1091167884245600000,1
148894518752484,274174405517219,1
148894518752484,429761622501315,1
148894518752484,732677135367577,1
148894518752484,392273309074596,1
148894518752484,1095200050545820000,1
148894518752484,1095200237355920000,1
148894518752484,387972674693886,1
148894518752484,375943227089888,1
148894518752484,107676233265247,1
148894518752484,1090884099021120000,1
148894518752484,698148220496390,1
148894518752484,758689623101325,1
148894518752484,550769725396083,1
148894518752484,110125104067963,1
148894518752484,297605457061534,1
148894518752484,469120986265243,1
148894518752484,469779991050977,1
148894518752484,1090880030860820000,1
148894518752484,355857158411161,1
148894518752484,510869578002830,1
148894518752484,682148357557271,1
149673692090132,1110085576281510000,3
149673692090132,1103951619173540000,3
149673692090132,1110421684110440000,2
149673692090132,1103952183194180000,2
149673692090132,1110085247091550000,2
149673692090132,1110420967782040000,2
149673692090132,1120245147529540000,2
149673692090132,1110421389968090000,2
149673692090132,1120245765224690000,2
149673692090132,1120245955239240000,2
149673692090132,1110423597321240000,2
149673692090132,1120246169517850000,1
149673692090132,1120245469698220000,1
149673692090132,1110424104534230000,1
149673692090132,1103952834313740000,1
149673692090132,1110084908250510000,1
149673692090132,109124676426057,1
149673692090132,1130735388416210000,1
149673692090132,1110424441647220000,1
149673692090132,1103952461578530000,1
149673692090132,1110424735265280000,1
149673692090132,1110084325871410000,1
149673692090132,1130735130697200000,1
149673692090132,1130734121644110000,1
149673692090132,262311263254202,1
149673692090132,1120229528100840000,1
149673692090132,1120228625381750000,1
149673692090132,1120231515634690000,1
149673692090132,1120230078829720000,1
149673692090132,1121018486627930000,1
149673692090132,1121017772304400000,1
149673692090132,1120229035177840000,1
149673692090132,1130740749210670000,1
149673692090132,676750652190997,1
149673692090132,193424784758523,1
149673692090132,1090868750674470000,1
149673692090132,265811959529120,1
149673692090132,1090879855559880000,1
149673692090132,107676233265247,1
149673692090132,1121018097723670000,1
149673692090132,203526847254044,1
149673692090132,355857158411161,1
149673692090132,747723489764820,1
149673692090132,531061373214294,1
149673692090132,1130740952697320000,1
149673692090132,387972674693886,1
149673692090132,588160917710662,1
149673692090132,1095199849575740000,1
149673692090132,1090884099021120000,1
149673692090132,466074116962099,1
149673692090132,829345566061647,1
149673692090132,1091167884245600000,1
149673692090132,873286411048179,1
149673692090132,304332462422859,1
149673692090132,181781449524482,1
149673692090132,469120986265243,1
149673692090132,1095200050545820000,1
149673692090132,1095200237355920000,1
149673692090132,397775033859326,1
149673692090132,1130740469647720000,1
149673692090132,637628163804885,1
149673692090132,627278399306608,1
149673692090132,384638789468108,1
149673692090132,1090875090151060000,1
149673692090132,1090875270174780000,1
149673692090132,1090880030860820000,1
149673692090132,274174405517219,1
149673692090132,429761622501315,1
149673692090132,758689623101325,1
149673692090132,404268117066722,1
149673692090132,550769725396083,1
149673692090132,510869578002830,1
149673692090132,682148357557271,1
149673692090132,1090865773737840000,1
149673692090132,392273309074596,1
149673692090132,375943227089888,1
149673692090132,857765537554179,1
149673692090132,110125104067963,1
149673692090132,297605457061534,1
149673692090132,469779991050977,1
151861642628779,181781449524482,2
151861642628779,109124676426057,1
151861642628779,1110085576281510000,1
151861642628779,1103951619173540000,1
151861642628779,1120245765224690000,1
151861642628779,627278399306608,1
151861642628779,1103952183194180000,1
151861642628779,1120246169517850000,1
151861642628779,1103952834313740000,1
151861642628779,1110424104534230000,1
151861642628779,1120231515634690000,1
151861642628779,1120230078829720000,1
151861642628779,193424784758523,1
151861642628779,262311263254202,1
151861642628779,1120229035177840000,1
151861642628779,1110421684110440000,1
151861642628779,857765537554179,1
151861642628779,375943227089888,1
151861642628779,1120245147529540000,1
151861642628779,1120245955239240000,1
151861642628779,1120245469698220000,1
151861642628779,758689623101325,1
151861642628779,1110424441647220000,1
151861642628779,1103952461578530000,1
151861642628779,1110085247091550000,1
151861642628779,265811959529120,1
151861642628779,531061373214294,1
151861642628779,588160917710662,1
151861642628779,1110084908250510000,1
151861642628779,1120228625381750000,1
151861642628779,637628163804885,1
151861642628779,34612060556758,1
151861642628779,110125104067963,1
151861642628779,257267377578902,1
151861642628779,378294658268144,1
151861642628779,586317413101268,1
151861642628779,676750652190997,1
151861642628779,747723489764820,1
151861642628779,304332462422859,1
151861642628779,404268117066722,1
151861642628779,1110084325871410000,1
151861642628779,1110420967782040000,1
151861642628779,1110421389968090000,1
151861642628779,1121018486627930000,1
151861642628779,1110423597321240000,1
151861642628779,1130735388416210000,1
151861642628779,1130734121644110000,1
151861642628779,1130735130697200000,1
151861642628779,1110424735265280000,1
151861642628779,1120229528100840000,1
151861642628779,1121017772304400000,1
151861642628779,1090868750674470000,1
151861642628779,355857158411161,1
151861642628779,773471698885291,1
151861642628779,1090884099021120000,1
151861642628779,1121018097723670000,1
151861642628779,1095199849575740000,1
151861642628779,1095200237355920000,1
151861642628779,384638789468108,1
151861642628779,469120986265243,1
151861642628779,1090875090151060000,1
151861642628779,1090875270174780000,1
151861642628779,107676233265247,1
151861642628779,732677135367577,1
151861642628779,1090879855559880000,1
151861642628779,387972674693886,1
151861642628779,829345566061647,1
151861642628779,1130740749210670000,1
151861642628779,397775033859326,1
151861642628779,466074116962099,1
152205644317162,1103952183194180000,4
152205644317162,1110084908250510000,4
152205644317162,1103951619173540000,3
152205644317162,1110421684110440000,3
152205644317162,1120245765224690000,3
152205644317162,1110420967782040000,3
152205644317162,1120245147529540000,3
152205644317162,1120245955239240000,3
152205644317162,1120246169517850000,3
152205644317162,1110421389968090000,2
152205644317162,1120245469698220000,2
152205644317162,1110424104534230000,2
152205644317162,1103952834313740000,2
152205644317162,1103952461578530000,2
152205644317162,1130735388416210000,2
152205644317162,109124676426057,1
152205644317162,1110423597321240000,1
152205644317162,1120231515634690000,1
152205644317162,1130735130697200000,1
152205644317162,1130734121644110000,1
152205644317162,1110424441647220000,1
152205644317162,1110085576281510000,1
152205644317162,1110424735265280000,1
152205644317162,1120229528100840000,1
152205644317162,1110084325871410000,1
152205644317162,1120228625381750000,1
152205644317162,262311263254202,1
152205644317162,1110085247091550000,1
152205644317162,1120230078829720000,1
152205644317162,1120229035177840000,1
152205644317162,1130740749210670000,1
152205644317162,1121018486627930000,1
152205644317162,1121017772304400000,1
152205644317162,181781449524482,1
152205644317162,193424784758523,1
152205644317162,873286411048179,1
152205644317162,627278399306608,1
152205644317162,531061373214294,1
152205644317162,588160917710662,1
152205644317162,466074116962099,1
152205644317162,1121018097723670000,1
152205644317162,355857158411161,1
152205644317162,1130740952697320000,1
152205644317162,676750652190997,1
152205644317162,265811959529120,1
152205644317162,304332462422859,1
152205644317162,758689623101325,1
152205644317162,397775033859326,1
152205644317162,1090868750674470000,1
152205644317162,1095199849575740000,1
152205644317162,1090879855559880000,1
152205644317162,1130740469647720000,1
152205644317162,203526847254044,1
152205644317162,829345566061647,1
152205644317162,747723489764820,1
152205644317162,1091167884245600000,1
152205644317162,392273309074596,1
152205644317162,404268117066722,1
152205644317162,637628163804885,1
152205644317162,257267377578902,1
152205644317162,543201322241873,1
152205644317162,571052698950332,1
152205644317162,387972674693886,1
152205644317162,1090880030860820000,1
152205644317162,1095200050545820000,1
152205644317162,1095200237355920000,1
152205644317162,1090884099021120000,1
152205644317162,107676233265247,1
152205644317162,375943227089888,1
152205644317162,857765537554179,1
152205644317162,274174405517219,1
152205644317162,429761622501315,1
152205644317162,110125104067963,1
152205644317162,297605457061534,1
152205644317162,469120986265243,1
152205644317162,469779991050977,1
152205644317162,550769725396083,1
152205644317162,732677135367577,1
152205644317162,510869578002830,1
152205644317162,682148357557271,1
152205644317162,1090865773737840000,1
152246749170354,109124676426057,4
152246749170354,1121018486627930000,2
152246749170354,1110084325871410000,1
152246749170354,1103952183194180000,1
152246749170354,262311263254202,1
