uid,cid,score
3269688229327,1121018097723670000,1
3269688229327,1095199849575740000,1
3269688229327,1095200050545820000,1
3269688229327,1095200237355920000,1
3269688229327,203526847254044,1
3269688229327,1130740469647720000,1
3269688229327,193424784758523,1
3269688229327,531061373214294,1
3269688229327,588160917710662,1
3269688229327,375943227089888,1
3269688229327,857765537554179,1
3269688229327,466074116962099,1
3269688229327,110125104067963,1
3269688229327,274174405517219,1
3269688229327,297605457061534,1
3269688229327,429761622501315,1
3269688229327,469120986265243,1
3269688229327,469779991050977,1
3663394603564,1110084325871410000,2
3663394603564,109124676426057,1
3663394603564,1110084908250510000,1
3663394603564,1103951619173540000,1
3663394603564,1103952183194180000,1
3663394603564,1121018486627930000,1
3663394603564,1110421684110440000,1
3663394603564,1110085576281510000,1
3663394603564,1110421389968090000,1
3663394603564,1110420967782040000,1
3663394603564,1120245469698220000,1
3663394603564,1120245147529540000,1
3663394603564,1110085247091550000,1
3663394603564,1110424104534230000,1
3663394603564,1120245955239240000,1
3663394603564,873286411048179,1
3663394603564,262311263254202,1
3663394603564,1120245765224690000,1
3663394603564,1121018097723670000,1
3663394603564,1120246169517850000,1
3663394603564,1121017772304400000,1
3663394603564,1090865773737840000,1
3663394603564,1110423597321240000,1
3663394603564,1130735388416210000,1
3663394603564,1110424735265280000,1
3663394603564,54301746240166,1
3663394603564,1103952834313740000,1
3663394603564,1090879855559880000,1
3663394603564,1103952461578530000,1
3663394603564,1110424441647220000,1
3663394603564,1130735130697200000,1
3663394603564,193424784758523,1
3663394603564,304332462422859,1
3663394603564,637628163804885,1
3663394603564,698148220496390,1
3663394603564,732677135367577,1
3663394603564,857765537554179,1
3663394603564,1120229528100840000,1
3663394603564,274174405517219,1
3663394603564,429761622501315,1
3663394603564,1090868750674470000,1
3663394603564,1130734121644110000,1
3663394603564,107676233265247,1
3663394603564,1120228625381750000,1
3663394603564,1095199849575740000,1
3663394603564,203526847254044,1
3663394603564,1120230078829720000,1
3663394603564,1120231515634690000,1
3663394603564,1130740469647720000,1
4258247096332,1110085576281510000,3
4258247096332,1110085247091550000,2
4258247096332,109124676426057,1
4258247096332,262311263254202,1
4258247096332,1110084908250510000,1
4258247096332,1103952183194180000,1
4258247096332,1103951619173540000,1
4258247096332,1110421684110440000,1
4258247096332,1110084325871410000,1
4258247096332,1120245955239240000,1
4258247096332,1120245765224690000,1
4258247096332,1110421389968090000,1
4258247096332,1110420967782040000,1
4258247096332,1110423597321240000,1
4258247096332,1103952834313740000,1
4258247096332,1120245147529540000,1
4258247096332,1120246169517850000,1
4258247096332,1120245469698220000,1
4258247096332,1121017772304400000,1
4258247096332,1121018486627930000,1
4258247096332,1110424104534230000,1
4258247096332,1103952461578530000,1
4258247096332,1130734121644110000,1
4258247096332,1130735388416210000,1
4258247096332,1130735130697200000,1
4258247096332,1110424441647220000,1
4258247096332,193424784758523,1
4258247096332,1120229528100840000,1
4258247096332,1110424735265280000,1
4258247096332,1090868750674470000,1
4258247096332,107676233265247,1
4258247096332,265811959529120,1
4258247096332,355857158411161,1
4258247096332,1121018097723670000,1
4258247096332,1120228625381750000,1
4258247096332,1090880030860820000,1
4258247096332,676750652190997,1
4258247096332,1120230078829720000,1
4258247096332,1090884099021120000,1
4258247096332,384638789468108,1
4258247096332,469120986265243,1
4258247096332,1090875090151060000,1
4258247096332,1090875270174780000,1
4258247096332,1090879855559880000,1
4258247096332,1091167884245600000,1
4258247096332,1120231515634690000,1
4258247096332,1130740749210670000,1
4258247096332,1120229035177840000,1
4258247096332,1130740952697320000,1
4258247096332,732677135367577,1
4258247096332,773471698885291,1
4258247096332,698148220496390,1
4258247096332,637628163804885,1
4258247096332,857765537554179,1
4258247096332,1095199849575740000,1
4258247096332,1095200237355920000,1
4258247096332,387972674693886,1
4258247096332,181781449524482,1
4258247096332,627278399306608,1
4258247096332,304332462422859,1
4258247096332,34612060556758,1
4258247096332,110125104067963,1
4258247096332,257267377578902,1
4258247096332,375943227089888,1
4258247096332,378294658268144,1
4258247096332,586317413101268,1
4258247096332,747723489764820,1
4258247096332,758689623101325,1
4258247096332,829345566061647,1
4258247096332,397775033859326,1
4258247096332,466074116962099,1
4298346121142,1103952183194180000,2
4298346121142,1103951619173540000,1
4298346121142,1110420967782040000,1
4298346121142,1110421684110440000,1
4298346121142,1110421389968090000,1
4298346121142,1120245765224690000,1
4298346121142,1120245955239240000,1
4298346121142,1120246169517850000,1
4298346121142,1120245147529540000,1
4298346121142,1103952834313740000,1
4298346121142,1120245469698220000,1
4298346121142,1110424104534230000,1
4298346121142,109124676426057,1
4298346121142,1103952461578530000,1
4298346121142,1110423597321240000,1
4298346121142,1110085576281510000,1
4298346121142,1110084325871410000,1
4298346121142,1110424441647220000,1
4298346121142,1130735388416210000,1
4298346121142,1130735130697200000,1
4298346121142,1110424735265280000,1
4298346121142,262311263254202,1
4298346121142,1120229528100840000,1
4298346121142,1130734121644110000,1
4298346121142,1110084908250510000,1
4298346121142,1120228625381750000,1
4298346121142,1120231515634690000,1
4298346121142,1120229035177840000,1
4298346121142,1121018486627930000,1
4298346121142,1110085247091550000,1
4298346121142,1091167884245600000,1
4298346121142,1120230078829720000,1
4298346121142,676750652190997,1
4298346121142,747723489764820,1
4298346121142,1130740749210670000,1
4298346121142,829345566061647,1
4298346121142,1090879855559880000,1
4298346121142,1121017772304400000,1
4298346121142,304332462422859,1
4298346121142,1090868750674470000,1
4298346121142,732677135367577,1
4298346121142,392273309074596,1
4298346121142,181781449524482,1
4298346121142,265811959529120,1
4298346121142,257267377578902,1
4298346121142,543201322241873,1
4298346121142,571052698950332,1
4298346121142,873286411048179,1
4298346121142,627278399306608,1
4298346121142,397775033859326,1
4298346121142,1130740952697320000,1
4298346121142,107676233265247,1
4298346121142,355857158411161,1
4298346121142,1090884099021120000,1
4298346121142,404268117066722,1
4298346121142,203526847254044,1
4298346121142,1130740469647720000,1
4298346121142,588160917710662,1
4298346121142,1095199849575740000,1
4298346121142,1095200050545820000,1
4298346121142,1095200237355920000,1
4298346121142,550769725396083,1
4298346121142,1121018097723670000,1
4298346121142,193424784758523,1
4298346121142,531061373214294,1
4298346121142,274174405517219,1
4298346121142,429761622501315,1
4298346121142,466074116962099,1
4298346121142,375943227089888,1
4298346121142,857765537554179,1
4298346121142,387972674693886,1
4298346121142,110125104067963,1
4298346121142,297605457061534,1
4298346121142,469120986265243,1
4298346121142,469779991050977,1
4298346121142,510869578002830,1
4298346121142,682148357557271,1
4298346121142,1090865773737840000,1
4298346121142,758689623101325,1
4298346121142,1090880030860820000,1
4298346121142,637628163804885,1
4377756271863,1110084908250510000,1
4377756271863,109124676426057,1
4377756271863,1110085576281510000,1
4377756271863,1110084325871410000,1
4377756271863,1110085247091550000,1
4377756271863,262311263254202,1
4377756271863,1103952183194180000,1
4377756271863,1103951619173540000,1
4377756271863,1110421389968090000,1
4377756271863,1120245955239240000,1
4377756271863,1110421684110440000,1
4377756271863,1120245147529540000,1
4377756271863,1120245765224690000,1
4377756271863,1120246169517850000,1
4377756271863,1110420967782040000,1
4377756271863,1121017772304400000,1
4377756271863,1121018486627930000,1
4377756271863,1120245469698220000,1
4377756271863,1110423597321240000,1
4377756271863,193424784758523,1
4377756271863,1120231515634690000,1
4377756271863,1130734121644110000,1
4377756271863,1120230078829720000,1
4377756271863,1130735130697200000,1
4377756271863,1110424441647220000,1
4377756271863,1130735388416210000,1
4377756271863,1103952461578530000,1
4377756271863,1120228625381750000,1
4377756271863,265811959529120,1
4377756271863,1121018097723670000,1
4377756271863,1103952834313740000,1
4377756271863,1110424104534230000,1
4377756271863,1110424735265280000,1
4377756271863,1090879855559880000,1
6602542481015,109124676426057,1
6602542481015,262311263254202,1
6602542481015,1103952183194180000,1
6602542481015,1110084908250510000,1
6602542481015,1110084325871410000,1
6602542481015,1103951619173540000,1
6602542481015,1110085576281510000,1
6602542481015,1120245955239240000,1
6602542481015,1110424104534230000,1
6602542481015,1110420967782040000,1
6602542481015,1110421684110440000,1
6602542481015,1121018486627930000,1
6602542481015,1103952461578530000,1
6602542481015,1120245765224690000,1
6602542481015,1120245147529540000,1
6602542481015,1120246169517850000,1
6602542481015,1110421389968090000,1
6602542481015,1103952834313740000,1
6602542481015,1120245469698220000,1
6602542481015,1130735388416210000,1
6602542481015,1130734121644110000,1
6602542481015,1130735130697200000,1
6602542481015,1110085247091550000,1
6602542481015,1110424441647220000,1
6602542481015,1110424735265280000,1
6602542481015,1120228625381750000,1
6602542481015,1121017772304400000,1
6602542481015,1110423597321240000,1
6602542481015,1120229528100840000,1
6602542481015,265811959529120,1
6602542481015,773471698885291,1
6602542481015,1090884099021120000,1
6602542481015,1120230078829720000,1
6602542481015,1090868750674470000,1
6602542481015,1095199849575740000,1
6602542481015,1095200237355920000,1
6602542481015,1121018097723670000,1
6602542481015,1120231515634690000,1
6602542481015,304332462422859,1
6602542481015,355857158411161,1
6602542481015,637628163804885,1
6602542481015,732677135367577,1
6602542481015,857765537554179,1
6602542481015,181781449524482,1
6602542481015,627278399306608,1
6602542481015,758689623101325,1
6602542481015,829345566061647,1
6602542481015,1090879855559880000,1
6602542481015,1130740749210670000,1
6602542481015,397775033859326,1
6602542481015,466074116962099,1
6602542481015,1120229035177840000,1
12612517934863,1110084908250510000,2
12612517934863,109124676426057,1
12612517934863,1110085576281510000,1
12612517934863,1110084325871410000,1
12612517934863,1110085247091550000,1
12612517934863,262311263254202,1
12612517934863,1103952183194180000,1
12612517934863,1103951619173540000,1
12612517934863,1110421389968090000,1
12612517934863,1120245955239240000,1
12612517934863,1110421684110440000,1
12612517934863,1120245147529540000,1
12612517934863,1120245765224690000,1
12612517934863,1120246169517850000,1
12612517934863,1110420967782040000,1
12612517934863,1121017772304400000,1
12612517934863,1121018486627930000,1
12612517934863,1120245469698220000,1
12612517934863,1110423597321240000,1
12612517934863,193424784758523,1
12612517934863,1120231515634690000,1
12612517934863,1130734121644110000,1
12612517934863,1120230078829720000,1
12612517934863,1130735130697200000,1
12612517934863,1110424441647220000,1
12612517934863,1130735388416210000,1
12612517934863,1103952461578530000,1
12612517934863,1120228625381750000,1
12612517934863,265811959529120,1
12612517934863,1121018097723670000,1
12612517934863,1103952834313740000,1
12612517934863,1110424104534230000,1
12612517934863,1110424735265280000,1
12612517934863,1090879855559880000,1
14246058663582,1110084908250510000,4
14246058663582,109124676426057,3
14246058663582,1110084325871410000,3
14246058663582,1110085576281510000,2
14246058663582,1110085247091550000,1
14246058663582,262311263254202,1
14246058663582,1103952183194180000,1
14246058663582,1103951619173540000,1
14246058663582,1110421684110440000,1
14246058663582,1120245955239240000,1
14246058663582,1110421389968090000,1
14246058663582,1110420967782040000,1
14246058663582,1121018486627930000,1
14246058663582,1120245765224690000,1
14246058663582,1120245147529540000,1
14246058663582,1120246169517850000,1
14246058663582,1110424104534230000,1
14246058663582,1120245469698220000,1
14246058663582,1121017772304400000,1
14246058663582,1110423597321240000,1
14246058663582,1103952461578530000,1
14246058663582,1103952834313740000,1
14246058663582,1130735388416210000,1
14246058663582,1130734121644110000,1
14246058663582,1121018097723670000,1
14246058663582,1130735130697200000,1
14246058663582,1110424441647220000,1
14246058663582,1110424735265280000,1
14246058663582,193424784758523,1
14246058663582,1120231515634690000,1
14246058663582,1120228625381750000,1
14246058663582,873286411048179,1
14246058663582,1120230078829720000,1
14246058663582,1120229528100840000,1
14246058663582,265811959529120,1
14246058663582,1090868750674470000,1
14246058663582,1090879855559880000,1
14246058663582,1090865773737840000,1
14246058663582,773471698885291,1
14246058663582,1090884099021120000,1
14246058663582,1095199849575740000,1
14246058663582,304332462422859,1
14246058663582,637628163804885,1
14246058663582,732677135367577,1
14246058663582,857765537554179,1
14246058663582,54301746240166,1
14246058663582,1095200237355920000,1
14246058663582,107676233265247,1
14246058663582,355857158411161,1
14246058663582,698148220496390,1
14246058663582,274174405517219,1
14246058663582,429761622501315,1
14246058663582,1130740749210670000,1
14246058663582,676750652190997,1
14246058663582,1120229035177840000,1
14246058663582,203526847254044,1
14246058663582,1130740469647720000,1
14246058663582,181781449524482,1
14246058663582,627278399306608,1
14246058663582,758689623101325,1
14246058663582,829345566061647,1
14246058663582,384638789468108,1
14246058663582,469120986265243,1
14246058663582,1090875090151060000,1
14246058663582,1090875270174780000,1
14246058663582,1090880030860820000,1
14246058663582,1130740952697320000,1
14246058663582,397775033859326,1
14246058663582,466074116962099,1
14246058663582,387972674693886,1
17001081273892,1103951619173540000,5
17001081273892,1103952183194180000,5
17001081273892,1120245765224690000,4
17001081273892,1110420967782040000,4
17001081273892,1110421684110440000,4
17001081273892,1120246169517850000,4
17001081273892,1120245147529540000,4
17001081273892,1120245469698220000,4
17001081273892,1120245955239240000,4
17001081273892,1110085576281510000,4
17001081273892,1110421389968090000,3
17001081273892,1110424104534230000,2
17001081273892,1130735388416210000,2
17001081273892,1103952834313740000,2
17001081273892,1130735130697200000,2
17001081273892,1120229528100840000,2
17001081273892,1130734121644110000,2
17001081273892,1110423597321240000,2
17001081273892,1103952461578530000,2
17001081273892,1110084908250510000,2
17001081273892,1110084325871410000,2
17001081273892,109124676426057,2
17001081273892,1120231515634690000,2
17001081273892,1110424441647220000,2
17001081273892,1110085247091550000,2
17001081273892,1110424735265280000,1
17001081273892,1120228625381750000,1
17001081273892,1120230078829720000,1
17001081273892,1120229035177840000,1
17001081273892,262311263254202,1
17001081273892,1121018486627930000,1
17001081273892,1130740749210670000,1
17001081273892,181781449524482,1
17001081273892,627278399306608,1
17001081273892,1121017772304400000,1
17001081273892,873286411048179,1
17001081273892,355857158411161,1
17001081273892,304332462422859,1
17001081273892,466074116962099,1
17001081273892,1090868750674470000,1
17001081273892,588160917710662,1
17001081273892,531061373214294,1
17001081273892,193424784758523,1
17001081273892,829345566061647,1
17001081273892,404268117066722,1
17001081273892,1095199849575740000,1
17001081273892,387972674693886,1
17001081273892,397775033859326,1
17001081273892,265811959529120,1
17001081273892,758689623101325,1
17001081273892,1130740952697320000,1
17001081273892,203526847254044,1
17001081273892,676750652190997,1
17001081273892,1090879855559880000,1
17001081273892,1130740469647720000,1
17001081273892,857765537554179,1
17001081273892,392273309074596,1
17001081273892,375943227089888,1
17001081273892,469120986265243,1
17001081273892,747723489764820,1
17001081273892,1091167884245600000,1
17001081273892,274174405517219,1
17001081273892,429761622501315,1
17001081273892,1090880030860820000,1
17001081273892,110125104067963,1
17001081273892,297605457061534,1
17001081273892,469779991050977,1
17001081273892,1121018097723670000,1
17001081273892,637628163804885,1
17001081273892,107676233265247,1
17001081273892,1095200050545820000,1
17001081273892,1095200237355920000,1
17001081273892,384638789468108,1
17001081273892,1090875090151060000,1
17001081273892,1090875270174780000,1
17001081273892,550769725396083,1
17001081273892,1090865773737840000,1
17001081273892,1090884099021120000,1
17001081273892,732677135367577,1
17001081273892,257267377578902,1
17001081273892,543201322241873,1
17001081273892,571052698950332,1
17001081273892,54301746240166,1
17001081273892,510869578002830,1
17001081273892,682148357557271,1
17001081273892,698148220496390,1
17587912285316,1103951619173540000,3
17587912285316,1103952183194180000,3
17587912285316,1120245765224690000,2
17587912285316,1120246169517850000,2
17587912285316,1110420967782040000,2
17587912285316,1120245147529540000,2
17587912285316,1090868750674470000,2
17587912285316,1120245469698220000,2
17587912285316,1110421684110440000,2
17587912285316,1120245955239240000,2
17587912285316,1110421389968090000,2
17587912285316,1110424104534230000,1
17587912285316,1103952834313740000,1
17587912285316,1130735388416210000,1
17587912285316,109124676426057,1
17587912285316,1130734121644110000,1
17587912285316,1110423597321240000,1
17587912285316,1103952461578530000,1
17587912285316,1130735130697200000,1
17587912285316,1110085576281510000,1
17587912285316,1110424441647220000,1
17587912285316,1110424735265280000,1
17587912285316,1110084325871410000,1
17587912285316,1120229528100840000,1
17587912285316,1120231515634690000,1
17587912285316,1120228625381750000,1
17587912285316,1110084908250510000,1
17587912285316,1120230078829720000,1
17587912285316,1110085247091550000,1
17587912285316,262311263254202,1
17587912285316,1120229035177840000,1
17587912285316,304332462422859,1
17587912285316,274174405517219,1
17587912285316,429761622501315,1
17587912285316,392273309074596,1
17587912285316,1090865773737840000,1
17587912285316,1130740749210670000,1
17587912285316,1121018486627930000,1
17587912285316,1121017772304400000,1
17587912285316,203526847254044,1
17587912285316,1130740952697320000,1
17587912285316,466074116962099,1
17587912285316,873286411048179,1
17587912285316,265811959529120,1
17587912285316,181781449524482,1
17587912285316,676750652190997,1
17587912285316,531061373214294,1
17587912285316,1095199849575740000,1
17587912285316,588160917710662,1
17587912285316,829345566061647,1
17587912285316,747723489764820,1
17587912285316,1130740469647720000,1
17587912285316,1091167884245600000,1
17587912285316,1090879855559880000,1
17587912285316,627278399306608,1
17587912285316,193424784758523,1
17587912285316,387972674693886,1
17587912285316,397775033859326,1
17587912285316,637628163804885,1
17587912285316,404268117066722,1
17587912285316,1090880030860820000,1
17587912285316,758689623101325,1
17587912285316,355857158411161,1
17587912285316,1095200050545820000,1
17587912285316,1095200237355920000,1
17587912285316,1090884099021120000,1
17587912285316,110125104067963,1
17587912285316,297605457061534,1
17587912285316,469120986265243,1
17587912285316,469779991050977,1
17587912285316,375943227089888,1
17587912285316,857765537554179,1
17587912285316,510869578002830,1
17587912285316,682148357557271,1
17587912285316,107676233265247,1
17587912285316,550769725396083,1
17587912285316,1121018097723670000,1
17587912285316,732677135367577,1
17587912285316,257267377578902,1
17587912285316,543201322241873,1
17587912285316,571052698950332,1
21033301969089,1110084325871410000,1
21033301969089,109124676426057,1
21033301969089,1110084908250510000,1
21033301969089,1103951619173540000,1
21033301969089,1103952183194180000,1
21033301969089,1121018486627930000,1
21033301969089,1110421684110440000,1
21033301969089,1110085576281510000,1
21033301969089,1110421389968090000,1
21033301969089,1110420967782040000,1
21033301969089,1120245469698220000,1
21033301969089,1120245147529540000,1
21033301969089,1110085247091550000,1
21033301969089,1110424104534230000,1
21033301969089,1120245955239240000,1
21033301969089,873286411048179,1
21033301969089,262311263254202,1
21033301969089,1120245765224690000,1
21033301969089,1121018097723670000,1
21033301969089,1120246169517850000,1
21033301969089,1121017772304400000,1
21033301969089,1090865773737840000,1
21033301969089,1110423597321240000,1
21033301969089,1130735388416210000,1
21033301969089,1110424735265280000,1
21033301969089,54301746240166,1
21033301969089,1103952834313740000,1
21033301969089,1090879855559880000,1
21033301969089,1103952461578530000,1
21033301969089,1110424441647220000,1
21033301969089,1130735130697200000,1
21033301969089,193424784758523,1
21033301969089,304332462422859,1
21033301969089,637628163804885,1
21033301969089,698148220496390,1
21033301969089,732677135367577,1
21033301969089,857765537554179,1
21033301969089,1120229528100840000,1
21033301969089,274174405517219,1
21033301969089,429761622501315,1
21033301969089,1090868750674470000,1
21033301969089,1130734121644110000,1
21033301969089,107676233265247,1
21033301969089,1120228625381750000,1
21033301969089,1095199849575740000,1
21033301969089,203526847254044,1
21033301969089,1120230078829720000,1
21033301969089,1120231515634690000,1
21033301969089,1130740469647720000,1
24069042898778,1103952183194180000,4
24069042898778,1103951619173540000,4
24069042898778,1120245765224690000,3
24069042898778,1110420967782040000,3
24069042898778,1120245147529540000,3
24069042898778,1120246169517850000,3
24069042898778,1110421684110440000,3
24069042898778,1120245469698220000,3
24069042898778,1110421389968090000,3
24069042898778,1120245955239240000,3
24069042898778,1130735388416210000,2
24069042898778,1130734121644110000,2
24069042898778,1130735130697200000,2
24069042898778,1110424104534230000,2
24069042898778,1103952834313740000,2
24069042898778,1103952461578530000,1
24069042898778,1110423597321240000,1
24069042898778,1110424441647220000,1
24069042898778,109124676426057,1
24069042898778,1110424735265280000,1
24069042898778,1120229528100840000,1
24069042898778,1130740749210670000,1
24069042898778,1110085576281510000,1
24069042898778,1110084325871410000,1
24069042898778,1120228625381750000,1
24069042898778,1110085247091550000,1
24069042898778,1120230078829720000,1
24069042898778,1120231515634690000,1
24069042898778,262311263254202,1
24069042898778,1110084908250510000,1
24069042898778,1120229035177840000,1
24069042898778,1130740952697320000,1
24069042898778,1121017772304400000,1
24069042898778,265811959529120,1
24069042898778,1090880030860820000,1
24069042898778,1121018486627930000,1
24069042898778,873286411048179,1
24069042898778,1095199849575740000,1
24069042898778,829345566061647,1
24069042898778,676750652190997,1
24069042898778,466074116962099,1
24069042898778,1090868750674470000,1
24069042898778,203526847254044,1
24069042898778,304332462422859,1
24069042898778,747723489764820,1
24069042898778,1130740469647720000,1
24069042898778,588160917710662,1
24069042898778,1091167884245600000,1
24069042898778,1090879855559880000,1
24069042898778,627278399306608,1
24069042898778,392273309074596,1
24069042898778,181781449524482,1
24069042898778,531061373214294,1
24069042898778,637628163804885,1
24069042898778,387972674693886,1
24069042898778,404268117066722,1
24069042898778,274174405517219,1
24069042898778,429761622501315,1
24069042898778,397775033859326,1
24069042898778,110125104067963,1
24069042898778,297605457061534,1
24069042898778,469120986265243,1
24069042898778,469779991050977,1
24069042898778,193424784758523,1
24069042898778,355857158411161,1
24069042898778,1095200050545820000,1
24069042898778,1095200237355920000,1
24069042898778,1090884099021120000,1
24069042898778,550769725396083,1
24069042898778,107676233265247,1
24069042898778,758689623101325,1
24069042898778,1121018097723670000,1
24069042898778,375943227089888,1
24069042898778,857765537554179,1
24069042898778,732677135367577,1
24069042898778,257267377578902,1
24069042898778,543201322241873,1
24069042898778,571052698950332,1
24069042898778,510869578002830,1
24069042898778,682148357557271,1
24069042898778,1090865773737840000,1
25259474315922,1121018486627930000,1
25259474315922,109124676426057,1
25259474315922,1110084325871410000,1
25259474315922,1121017772304400000,1
