0.036401123,0.019861467,0.048747536,-0.021066207,-0.04433838,-0.045641776,0.013628462,0.04491135,-0.045008495,-0.00081818085,-0.04431045,0.035955112,-0.0090960935,0.012588356,-0.045004513,-0.0014830534,0.023058023,-0.02291244,0.0064387796,0.04030151,-0.012139865,-0.0037170793,0.021218043,-0.024000784,0.036327813,-0.026244411,0.03682809,-0.00314934,0.058609247,0.0345885,0.0050628153,0.051309895
-0.04912494,-0.044471778,0.036254358,0.0017272772,0.048595466,-0.050604668,-0.0131746335,0.0054398687,-0.027261248,-0.003932991,0.07169427,-0.06960795,-0.004996383,0.030550448,-0.0057321857,-0.03242418,-0.032424863,0.047071107,0.03261263,0.0058399974,0.05846495,-0.06743189,0.013006796,-0.0413236,-0.06418583,0.0051496015,-0.071044594,-0.0073726703,0.04924257,-0.04297633,-0.035093617,-0.06868046
-0.038311347,-0.034787707,0.013201273,-0.0393704,-0.0009170964,0.0070199105,0.029096575,0.06585656,0.004146503,-0.059533417,0.0337076,0.004711672,0.057177972,0.06237204,-0.04734229,0.0047222828,-0.06506949,-0.0078257825,-0.052497797,-0.012575952,-0.0027011647,-0.026876552,-0.014901805,-0.019559648,-0.053859722,-0.005977288,-0.055936944,0.03070717,0.056883253,-0.038627997,0.06308227,-0.008471364
0.014544922,-0.014966668,0.011620339,-0.007607808,0.0026415866,0.002589266,-0.05722374,0.005166584,0.00018916145,-0.064060375,-0.028122544,0.0027534144,0.0681736,0.05924122,-0.042041082,-0.0644461,-0.03631159,0.026891075,0.026395405,0.028645052,0.029423472,-0.00081579544,0.009598659,-0.054976527,-0.004629968,0.019778755,-0.03660342,0.07883643,0.045030326,-0.080694325,0.037625723,-0.013213603
0.026808836,0.039101064,-0.029067662,0.02134006,-0.04284145,-0.028820442,-0.024755381,0.037398424,0.025642142,0.011826596,0.04266234,-0.0025381013,0.007289661,-0.039586794,0.024548465,-0.009398547,0.045814566,0.016165221,-0.032640718,0.042149805,-0.0036347648,0.018106094,0.026941275,0.04192743,-0.011100615,-0.033554625,0.022190211,0.037438784,0.060170326,-0.01310991,-0.053157885,-0.061372183
-0.04945181,0.03993859,-0.012159197,-0.027634814,-0.032200005,-0.033670772,0.015719691,-0.021820044,0.010797547,-0.049145516,0.0018732148,-0.013718254,0.014680304,0.0418093,-0.047762576,0.022229757,-0.029258506,0.057033554,0.016518177,0.019342368,-0.032899912,0.066175446,-0.032088608,0.012409143,0.051320396,0.010568799,-0.056001283,-0.03636777,0.052930355,0.04540191,0.0034330687,0.05830258
-0.0313485,-0.047549654,0.044388108,-0.013599708,0.01327136,-0.054057006,0.025497854,0.06216961,0.0080174925,0.0012784937,-0.005603642,-0.05156787,0.046689045,0.048092134,-0.0013028377,-0.056071296,0.027462281,0.05042565,-0.053142298,0.055831287,-0.015162981,-0.03125936,-0.060818706,0.014136852,0.023893654,-0.047446627,-0.04604862,0.05493423,-0.009352094,0.051447112,-0.011163214,0.06416049
-0.050595097,-0.0050369063,-0.017987367,0.027987657,-0.052574944,-0.056502797,0.0004185224,0.034481566,-0.05135301,0.009776436,-0.06521388,-0.023352735,0.049385045,0.042143203,0.0056510936,-0.0014407558,-0.01038647,0.04881226,-0.062204987,0.059562445,-0.0018890171,0.031550467,-0.033403575,-0.02364303,-0.013765595,-0.005226263,0.0031303966,0.0541068,-0.006274599,0.020108547,0.016048888,0.07412119
-0.05855121,-0.048055943,-0.04648057,-0.065071836,-0.0459237,-0.0058815093,0.055210676,0.037684474,0.022018041,0.0008309365,0.023522632,0.009352291,0.0046840124,0.05264291,-0.03853476,-0.04159488,-0.06777443,0.071860775,-0.042427994,0.05719836,0.040974326,0.013889645,-0.05915695,0.028794242,-0.05302465,-0.05243363,-0.04755402,0.046722207,0.012852462,-0.06699056,-0.026332218,-0.05286212
0.020967666,0.028850239,-0.04843594,-0.015220742,0.021437528,0.025434002,0.040676396,0.05260106,-0.029620484,-0.0077738143,0.031859804,0.017480906,0.011627449,-0.0035790005,0.009489251,-0.00039472853,0.042089544,-0.012271123,-0.010374762,0.056139536,0.056030035,0.03629817,-0.007724038,0.024484035,-0.06559813,-0.043922618,-0.0028803058,-0.026385998,0.016582122,-0.07046146,0.04683828,0.058632728
