104280188776,1017321932620709888,0.6
104280188776,1023742438319878144,0.6
104280188776,1054633019174379520,0.6
104280188776,1086836602015825920,0.6
104280188776,1086838981507399680,0.6
1314,1042239536421535744,0.6
104280188776,1018692799677726720,0.6
104280188776,1017310732285526016,0.6
104280188776,1060796618108203008,0.6
104280188776,1054254917919289344,0.6
104280188776,1052392172218830848,0.6
104280188776,1054245158323343360,0.6
104280188776,1062648166480207872,0.6
104280188776,1111451580638969856,0.6
